iteration,value_ns
1,51603
2,64770
3,49534
4,62133
5,49660
6,49482
7,49502
8,68481
9,49734
10,49522
11,50398
12,49598
13,49587
14,49561
15,50085
16,49441
17,50273
18,49585
19,49394
20,49508
21,52383
22,51558
23,52559
24,63366
25,49686
26,49593
27,50329
28,49441
29,59922
30,51807
31,51526
32,64256
33,50280
34,49667
35,60550
36,49813
37,49578
38,49616
39,50571
40,49459
41,49572
42,50306
43,49568
44,49447
45,67832
46,49869
47,51613
48,52374
49,52197
50,51467
51,70945
52,49840
53,49565
54,50358
55,49534
56,51553
57,49488
58,50363
59,49546
60,50259
61,49645
62,49420
63,49513
64,50437
65,49579
66,60835
67,49676
68,49603
69,49455
70,52478
71,51494
72,62186
73,51622
74,63260
75,49587
76,50808
77,49505
78,61578
79,50783
80,49654
81,49642
82,69226
83,49484
84,49599
85,50314
86,49414
87,49462
88,66526
89,49770
90,49642
91,52517
92,51503
93,51553
94,51575
95,52188
96,51602
97,52314
98,51552
99,51495
100,51499
101,52429
102,51490
103,52186
104,51479
105,51615
106,51465
107,52490
108,51588
109,52099
110,51516
111,51651
112,51459
113,52285
114,51474
115,52290
116,51576
117,51371
118,61978
119,52253
120,63623
121,52611
122,52325
123,51475
124,70400
125,52512
126,51516
127,52237
128,51609
129,51348
130,51480
131,50158
132,49639
133,50283
134,49568
135,49534
136,49516
137,50407
138,49601
139,50810
140,49584
141,49510
142,49570
143,50612
144,49578
145,62366
146,49753
147,49616
148,49544
149,68890
150,49750
151,49596
152,50467
153,49610
154,49455
155,49580
156,50286
157,49488
158,52675
159,51627
160,51521
161,51513
162,52026
163,51462
164,52318
165,51651
166,51497
167,51442
168,52332
169,51539
170,52139
171,51621
172,51602
173,51615
174,53046
175,51509
176,52368
177,51463
178,51557
179,51423
180,52256
181,51439
182,52303
183,52393
184,51383
185,51715
186,52547
187,51555
188,52301
189,49630
190,49587
191,49512
192,50271
193,49664
194,60015
195,49643
196,49639
197,49509
198,52549
199,51599
200,61885
201,51634
202,49806
203,49569
204,69428
205,49476
206,49468
207,50289
208,49573
209,51774
210,71276
211,51712
212,51529
213,50324
214,49618
215,49513
216,67937
217,49676
218,49388
219,52348
220,51526
221,51615
222,68740
223,49823
224,49597
225,50306
226,49670
227,49618
228,49865
229,50135
230,49642
231,50155
232,49553
233,49547
234,51750
235,52253
236,51394
237,64237
238,49568
239,47830
240,47795
241,52136
242,51625
243,52466
244,64113
245,47808
246,49683
247,52125
248,51523
249,52190
250,63034
251,49514
252,66178
253,47922
254,47717
255,52621
256,51563
257,49640
258,68940
259,60504
260,47801
261,48640
262,47800
263,47716
264,63234
265,52392
266,51530
267,64258
268,61202
269,47733
270,47709
271,50480
272,49591
273,50463
274,49600
275,47747
276,47657
277,50445
278,49552
279,52429
280,51601
281,51437
282,51522
283,63815
284,49619
285,50369
286,49495
287,49531
288,49410
289,50300
290,49532
291,50290
292,49557
293,49524
294,49622
295,50651
296,49645
297,62941
298,52544
