iteration,value_ns
1,43104
2,43024
3,42955
4,42942
5,42966
6,43514
7,42979
8,42909
9,42928
10,42958
11,42947
12,53280
13,43137
14,43076
15,42967
16,43088
17,43053
18,42975
19,42990
20,43071
21,42987
22,42923
23,43590
24,43003
25,42996
26,42869
27,42862
28,42924
29,52222
30,43192
31,43055
32,42956
33,42977
34,42954
35,42922
36,42966
37,42825
38,42792
39,43011
40,43545
41,42973
42,43067
43,42869
44,42970
45,42994
46,52102
47,43155
48,43041
49,43009
50,42898
51,42987
52,42949
53,42968
54,42893
55,42936
56,42866
57,43576
58,43023
59,42949
60,43043
61,43003
62,42938
63,51505
64,43163
65,43062
66,42974
67,42861
68,43023
69,42837
70,42937
71,42981
72,42931
73,42950
74,43539
75,43154
76,43085
77,43005
78,43063
79,43048
80,53664
81,43165
82,43068
83,42864
84,42912
85,42853
86,42925
87,42920
88,42841
89,42869
90,42856
91,43579
92,43066
93,42939
94,42917
95,43064
96,43026
97,52417
98,43160
99,43079
100,43002
101,42878
102,42807
103,42830
104,42871
105,42968
106,42965
107,42948
108,43652
109,43107
110,43073
111,43024
112,42948
113,42882
114,52518
115,43164
116,43129
117,42964
118,42994
119,42939
120,42832
121,42816
122,42822
123,42815
124,42818
125,44436
126,43021
127,43028
128,43116
129,43071
130,54954
131,43080
132,43153
133,42895
134,42928
135,42853
136,42873
137,43005
138,43011
139,42901
140,62306
141,43478
142,43092
143,42944
144,42936
145,43207
146,43002
147,43521
148,42856
149,42965
150,42936
151,42821
152,43019
153,42850
154,42836
155,42839
156,42891
157,59701
158,43427
159,43046
160,43041
161,43008
162,42968
163,42910
164,43245
165,43123
166,43016
167,42961
168,42799
169,42808
170,43048
171,42917
172,43005
173,42985
174,59930
175,43462
176,42949
177,43037
178,43158
179,43026
180,42899
181,43255
182,43107
183,43074
184,43091
185,43006
186,42925
187,42863
188,42911
189,42821
190,42836
191,58834
192,43233
193,43081
194,42966
195,42896
196,43019
197,42961
198,43195
199,43182
200,43023
201,42957
202,42873
203,42869
204,43076
205,43046
206,42939
207,42960
208,59739
209,43272
210,43069
211,43055
212,43024
213,43072
214,42989
215,43929
216,56716
217,44856
218,44607
219,44700
220,44543
221,44522
222,44778
223,44662
224,44615
225,45175
226,43398
227,42928
228,42935
229,42848
230,42869
231,56286
232,44800
233,44596
234,44471
235,44458
236,44478
237,56378
238,42827
239,43074
240,55026
241,130798
242,44934
243,44707
244,57469
245,59008
246,46645
247,46449
248,46330
249,58902
250,44627
251,44629
252,44640
253,44700
254,44648
255,64943
256,44953
257,44691
258,44831
259,44812
260,44749
261,54454
262,55933
263,43146
264,42949
265,43016
266,56575
267,44783
268,44660
269,44561
270,44699
271,63026
272,44974
273,44707
274,44724
275,44627
276,44540
277,54581
278,44799
279,44708
280,43082
281,43166
282,43002
283,42959
284,42961
285,43032
286,69468
287,47159
288,46480
289,46434
290,58518
291,55931
292,54245
293,44878
294,50037
295,48803
296,44880
297,44690
298,44573
299,44565
300,49118
301,44875
302,63182
303,72826
304,43452
305,57003
306,44764
307,55335
308,44818
309,44746
310,44560
311,44770
312,44673
313,44714
314,44688
315,43295
316,42869
317,42825
318,43610
319,42991
320,43000
321,43078
322,44124
323,43064
324,43180
325,42992
326,42847
327,42878
328,42870
329,42843
330,43096
331,56340
332,44613
333,44595
334,66932
335,44970
336,44754
337,56451
338,43073
339,52870
340,43149
341,43045
342,44806
343,44757
344,44573
345,44551
346,44572
347,49317
348,44765
349,65720
350,44920
351,44705
352,44552
353,44510
354,44529
355,54164
356,44850
357,44863
358,44838
359,44797
360,44645
361,44663
362,44639
363,44646
364,43250
365,62793
366,43565
367,56818
368,44708
369,44663
370,44503
371,54892
372,44702
373,44627
374,44705
375,44574
376,44460
377,72926
378,43349
379,43022
380,42936
381,64440
382,43351
383,42970
384,42932
385,42958
386,48187
387,66028
388,44753
389,44768
390,44646
391,44612
392,44635
393,44645
394,44645
395,44665
396,44602
397,65176
398,45144
399,44788
400,44718
401,56431
402,56859
403,54937
404,44736
405,44619
406,44577
407,44591
408,43037
409,44806
410,44635
411,44598
412,44649
413,64177
414,44954
415,43071
416,57325
417,44740
418,54518
419,44798
420,44746
421,44572
422,44714
423,43213
424,42931
425,42912
426,42901
427,43040
428,64960
429,45483
430,44720
431,44885
432,44726
433,44663
434,55548
435,44792
436,44586
437,44534
438,44529
439,44742
440,44594
441,44477
442,44505
443,44484
444,62796
445,45141
446,44666
447,44655
448,44512
449,44553
450,65563
451,44857
452,44721
453,44820
454,44617
455,56082
456,55934
457,44672
458,44716
459,44597
460,62918
461,44997
462,56521
463,43093
464,43075
465,42960
466,66359
467,44804
468,44689
469,44563
470,56214
471,42887
472,42962
473,42944
474,42810
475,42788
476,59664
477,43371
478,43144
479,42981
480,55371
481,44725
482,53723
483,44788
484,44632
485,44465
486,44658
487,44648
488,44624
489,44600
490,44431
491,44632
492,74544
493,43293
494,42968
495,42871
496,43081
497,43070
498,51618
499,43213
500,43049
501,56648
502,44675
503,44486
504,44493
505,44460
506,44509
507,44559
508,44580
509,45184
510,43284
511,43002
512,43075
513,43210
514,43061
515,43300
516,42995
517,43095
518,42978
519,43025
520,42963
521,43018
522,42873
523,42906
524,42795
525,59375
526,43268
527,43010
528,43117
529,42886
530,42869
531,43130
532,43251
533,42952
534,42840
535,43088
536,42929
537,43011
538,42925
539,43019
540,42903
541,42867
542,71786
543,44879
544,44691
545,44545
546,44766
547,44765
548,54078
549,44834
550,44757
551,56085
552,42995
553,43027
554,42880
555,43020
556,42897
557,43016
558,59250
559,43425
560,43112
561,42989
562,42940
563,42879
564,42902
565,52131
566,43180
567,42941
568,43043
569,56390
570,44732
571,44619
572,44668
573,44637
574,44576
575,73713
576,43351
577,43106
578,43165
579,43022
580,43053
581,53367
582,44807
583,44521
584,44501
585,44407
586,44705
587,56037
588,54777
589,44516
590,44626
591,62187
592,45003
593,44566
594,56252
595,42916
596,42832
597,43176
598,43062
599,42965
600,42939
601,42984
602,42842
603,42933
604,42954
605,42892
606,42932
607,58716
608,43345
609,42946
610,42941
611,42930
612,42882
613,42864
614,43280
615,43159
616,43048
617,43052
618,42995
619,56757
620,44646
621,44628
622,44622
623,44600
624,672807
625,45141
626,44820
627,44703
628,145662
629,45609
630,44629
631,56921
632,55161
633,44770
634,57126
635,44829
636,44809
637,44665
638,44564
639,44523
640,44529
641,44578
642,44491
643,44491
644,64155
645,45212
646,44736
647,55925
648,56872
649,44660
650,54354
651,44813
652,44613
653,44589
654,44765
655,44800
656,56516
657,43066
658,42978
659,44743
660,62995
661,44995
662,44753
663,44626
664,44605
665,42957
666,67225
667,44778
668,44665
669,44608
670,44668
671,44619
672,44725
673,44772
674,56827
675,43027
676,59345
677,43530
678,42980
679,42976
680,54747
681,44672
682,54342
683,44715
684,44635
685,44620
686,44669
687,44660
688,44647
689,44665
690,55823
691,42959
692,60332
693,43345
694,43046
695,42983
696,42859
697,42982
698,51957
699,43182
700,43050
701,43011
702,42953
703,42969
704,42796
705,42839
706,42869
707,42877
708,42891
709,44080
710,43077
711,42990
712,42896
713,42870
714,42877
715,51525
716,43115
717,42937
718,42957
719,57178
720,44734
721,44704
722,44618
723,44497
724,44538
725,62259
726,45320
727,44626
728,44731
729,44645
730,55993
731,51900
732,43236
733,43032
734,42917
735,42927
736,42992
737,42998
738,42893
739,42941
740,56771
741,44569
742,45514
743,44826
744,44635
745,44595
746,44603
747,44630
748,53258
749,43331
750,42972
751,42900
752,42935
753,42951
754,42961
755,42950
756,42917
757,42889
758,60397
759,43287
760,43110
761,42989
762,42912
763,42995
764,42962
765,43188
766,43029
767,42974
768,42955
769,43060
770,43168
771,42987
772,42931
773,42978
774,42993
775,58688
776,43242
777,42993
778,43054
779,42934
780,43014
781,43000
782,43293
783,43023
784,42995
785,43740
786,42963
787,43038
788,42785
789,42980
790,42922
791,42948
792,58937
793,43183
794,43188
795,42924
796,42880
797,42986
798,54211
799,44850
800,44597
801,58593
802,46456
803,59296
804,44646
805,44533
806,44670
807,44586
808,62823
809,45008
810,44833
811,44571
812,56280
813,56686
814,46843
815,46429
816,46337
817,46250
818,46192
819,46242
820,59026
821,44631
822,44540
823,74519
824,57109
825,46961
826,46623
827,46472
828,56415
829,44950
830,44585
831,43224
832,43029
833,43036
834,42966
835,43048
836,43028
837,42979
838,42904
839,45369
840,44855
841,44634
842,44639
843,44563
844,55127
845,44861
846,44711
847,44715
848,43168
849,43070
850,56345
851,44833
852,44726
853,44602
854,62154
855,45350
856,44732
857,44843
858,44603
859,55551
860,66766
861,44748
862,44592
863,44704
864,44526
865,44702
866,44688
867,44629
868,56664
869,43074
870,81639
871,45086
872,44568
873,44546
874,44699
875,44534
876,44912
877,44690
878,44693
879,44669
880,56978
881,43029
882,42950
883,42866
884,42934
885,43056
886,44348
887,43248
888,42973
889,42908
890,42948
891,42899
892,53069
893,43045
894,43147
895,43013
896,42951
897,42960
898,43008
899,42850
900,42970
901,43008
902,58463
903,43455
904,43007
905,42938
906,42870
907,42853
908,43004
909,52029
910,43179
911,42949
912,44712
913,44658
914,44608
915,44650
916,44627
917,44614
918,43331
919,63451
920,43426
921,43208
922,44845
923,44500
924,44793
925,53511
926,44771
927,44580
928,44626
929,44536
930,44643
931,44526
932,43038
933,42911
934,56868
935,62878
936,45074
937,44617
938,44604
939,44630
940,44641
941,54540
942,44732
943,44644
944,44666
945,44603
946,44557
947,44620
948,44680
949,44717
950,44745
951,63261
952,44995
953,44737
954,44656
955,44623
956,44627
957,53081
958,44821
959,44644
960,44817
961,44780
962,43167
963,42982
964,43066
965,42956
966,43017
967,60747
968,43534
969,42939
970,43073
971,43055
972,43057
973,43056
974,43583
975,43124
976,42912
977,42974
978,42924
979,42849
980,56706
981,44523
982,44677
983,44623
984,63259
985,44990
986,44829
987,44671
988,44585
989,44696
990,53057
991,44717
992,44722
993,44692
994,44622
995,56656
996,43010
997,42909
998,42974
999,42935
1000,61544
