iteration,value_ns
1,584969
2,577847
3,594702
4,640752
5,622396
6,665526
7,631486
8,635560
9,608688
10,600883
11,638559
12,633697
13,599766
14,607376
15,598614
16,680634
17,663018
18,639205
19,646825
20,638338
21,640809
22,632434
23,607796
24,762244
25,644486
26,769159
27,624137
28,622864
29,606904
30,598849
31,811403
32,692314
33,1007081
34,614651
35,643113
36,607937
37,621527
38,789993
39,2050540
40,739277
41,805710
42,734458
43,730728
44,703278
45,721656
46,726925
47,705531
48,722628
49,720546
50,3282957
51,625468
52,713517
53,673030
54,600059
55,672118
56,647603
57,600522
58,646886
59,600370
60,618831
61,623100
62,600394
63,668004
64,710509
65,639581
66,621620
67,657074
68,644233
69,606973
70,600318
71,705707
72,698287
73,700198
74,732274
75,698953
76,699312
77,685199
78,800087
79,738970
80,737571
81,701497
82,653948
83,636936
84,752530
85,665755
86,640070
87,615717
88,641167
89,606426
90,605071
91,643080
92,623369
93,673070
94,625465
95,600618
96,615693
97,605618
98,600341
99,655778
100,634495
101,659427
102,634444
103,623289
104,1002676
105,644166
106,609100
107,599796
108,2132287
109,643650
110,601759
111,602174
112,613986
113,590260
114,676031
115,620848
116,602280
117,622777
118,611711
119,641552
120,655960
121,627510
122,688559
123,609217
124,599690
125,659344
126,612946
127,600690
128,607607
129,600258
130,622406
131,649435
132,600309
133,635091
134,633535
135,600635
136,611193
137,598851
138,616276
139,623102
140,608840
141,660242
142,630868
143,639210
144,638190
145,637938
146,636408
147,608438
148,600676
149,677011
150,636037
151,655779
152,610978
153,598700
154,657016
155,607709
156,605513
157,618797
158,633842
159,618216
160,633761
161,622468
162,661986
163,632436
164,641881
165,640286
166,647955
167,628754
168,621830
169,620557
170,600780
171,622645
172,600195
173,636690
174,669612
175,619760
176,641640
177,626852
178,601941
179,638920
180,639769
181,665671
182,609217
183,600672
184,635199
185,634574
186,626801
187,609863
188,598802
189,618304
190,605375
191,599491
192,652140
193,655156
194,615423
195,607404
196,598211
197,616879
198,648846
199,641824
200,618152
