iteration,value_ns
1,81875
2,52457
3,52058
4,52072
5,51998
6,72233
7,52438
8,52104
9,52007
10,51983
11,51959
12,51974
13,51876
14,83606
15,50507
16,50169
17,50109
18,50126
19,59250
20,50342
21,50141
22,50075
23,49963
24,50139
25,50064
26,63870
27,52096
28,52809
29,54300
30,54227
31,52124
32,91440
33,52219
34,52244
35,51975
36,52085
37,51888
38,51937
39,63239
40,80580
41,52254
42,52429
43,52026
44,52194
45,52865
46,51900
47,52040
48,52100
49,52120
50,52035
51,52725
52,52042
53,69932
54,52295
55,52775
56,52105
57,64119
58,72871
59,52193
60,52192
61,52469
62,63134
63,50157
64,50096
65,50115
66,68655
67,51126
68,50232
69,50091
70,50172
71,58985
72,50361
73,50034
74,50226
75,50120
76,50075
77,63395
78,52150
79,52057
80,52768
81,52209
82,52162
83,52123
84,53213
85,52512
86,52240
87,52190
88,63969
89,62298
90,52175
91,52046
92,52046
93,70093
94,63251
95,52278
96,52069
97,62348
98,52380
99,52243
100,52027
101,51966
102,52060
103,52093
104,51938
105,51906
106,52753
107,52113
108,52002
109,52052
110,52041
111,52529
112,52858
113,50238
114,50841
115,50123
116,50125
117,50002
118,50033
119,69381
120,50232
121,50307
122,50812
123,50181
124,58656
125,50314
126,50099
127,50040
128,50021
129,50190
130,50269
131,50104
132,50012
133,50835
134,50240
135,50267
136,50151
137,50130
138,58826
139,50386
140,63672
141,52095
142,52016
143,51983
144,52587
145,63032
146,82466
147,52747
148,52148
149,52154
150,52011
151,73432
152,50312
153,50213
154,50124
155,50011
156,50027
157,50143
158,50158
159,66687
160,50746
161,50275
162,50111
163,50165
164,50284
165,50586
166,50229
167,52313
168,52014
169,52036
170,51926
171,51946
172,50192
173,50986
174,50152
175,50264
176,50182
177,50037
178,50533
179,63786
180,52247
181,52823
182,52177
183,52786
184,52105
185,50193
186,68299
187,50270
188,50979
189,50182
190,50030
191,59431
192,50265
193,50190
194,50100
195,50174
196,63786
197,52012
198,51897
199,70513
200,52492
201,63230
202,50091
203,62977
204,61387
205,52190
206,52047
207,51954
208,51886
209,52069
210,51996
211,52011
212,70581
213,50579
214,50204
215,50236
216,50154
217,65846
218,50447
219,50166
220,50054
221,50136
222,50160
223,50132
224,50201
225,50021
226,51237
227,50242
228,50135
229,50833
230,50889
231,59781
232,50348
233,50197
234,50183
235,50031
236,50111
237,62828
238,52141
239,237477
240,63634
241,52239
242,65296
243,52091
244,52119
245,52042
246,50373
247,50108
248,63469
249,51990
250,74972
251,52303
252,52062
253,52120
254,52107
255,65239
256,52154
257,52189
258,51941
259,51952
260,51883
261,51877
262,51822
263,225742
264,50267
265,50167
266,62647
267,50256
268,50155
269,49972
270,50079
271,50151
272,50058
273,50134
274,71312
275,50658
276,50194
277,50143
278,50201
279,50183
280,59634
281,50452
282,50808
283,50074
284,50137
285,50034
286,49994
287,50002
288,69241
289,50671
290,50216
291,50076
292,49975
293,50135
294,65372
295,52128
296,52037
297,51884
298,63728
299,50040
300,50158
301,50041
302,85168
303,52320
304,53197
305,52176
306,52792
307,52368
308,52191
309,51955
310,64321
311,50193
312,50197
313,50123
314,50120
315,69256
316,52363
317,52108
318,52166
319,52821
320,52382
321,52159
322,52055
323,52029
324,52898
325,51968
326,52131
327,52040
328,72255
329,52208
330,52056
331,52038
332,52138
333,72546
334,50305
335,50215
336,49999
337,50062
338,49987
339,50112
340,50056
341,72956
342,50631
343,50166
344,50193
345,50112
346,50157
347,50504
348,64207
349,52111
350,51902
351,52770
352,52787
353,52062
354,52019
355,64633
356,50288
357,50099
358,49979
359,49958
360,50890
361,50210
362,51264
363,50107
364,50083
365,50089
366,50044
367,50093
368,67814
369,50578
370,50192
371,50278
372,50192
373,50018
374,50507
375,50340
376,50196
377,50170
378,50079
379,50156
380,49951
381,50166
382,70814
383,52235
384,52253
385,52035
386,52027
387,62120
388,52216
389,52040
390,51908
391,52016
392,52007
393,52077
394,64078
395,68854
396,50644
397,1459575
398,65159
399,52202
400,52236
401,52109
402,53319
403,52401
404,52251
405,52533
406,52153
407,52500
408,52114
